ID,typeID,abilityID_A,MAXLv_A,min_A1,max_A1,min_A2,max_A2,min_A3,max_A3,min_A4,max_A4,textID_A,LvID_A,nameID_A,abilityID_B,MAXLv_B,min_B1,max_B1,min_B2,max_B2,min_B3,max_B3,min_B4,max_B4,textID_B,LvID_B,nameID_B,abilityID_C,MAXLv_C,min_C1,max_C1,min_C2,max_C2,min_C3,max_C3,min_C4,max_C4,textID_C,LvID_C,nameID_C,abilityID_D,MAXLv_D,min_D1,max_D1,min_D2,max_D2,min_D3,max_D3,min_D4,max_D4,textID_D,LvID_D,nameID_D,abilityID_E,MAXLv_E,min_E1,max_E1,min_E2,max_E2,min_E3,max_E3,min_E4,max_E4,textID_E,LvID_E,nameID_E,abilityID_F,MAXLv_F,min_F1,max_F1,min_F2,max_F2,min_F3,max_F3,min_F4,max_F4,textID_F,LvID_F,namFID_F
198,0,19,10,16,70,0,0,0,0,0,0,19,2,-1,30,10,16,70,0,0,0,0,0,0,26,2,-1,48,0,0,0,0,0,0,0,0,0,57,3,-1,32,10,2,20,0,0,0,0,0,0,27,2,-1,31,10,2,20,0,0,0,0,0,0,28,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
199,0,2,10,2,20,0,0,0,0,0,0,74,5,-1,49,1,0,0,0,0,0,0,0,0,58,6,-1,30,10,16,70,0,0,0,0,0,0,26,5,-1,32,10,2,20,0,0,0,0,0,0,27,5,-1,31,10,2,20,0,0,0,0,0,0,28,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
203,0,20,10,16,70,0,0,0,0,0,0,20,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,25,10,40,400,0,0,0,0,0,0,31,8,-1,26,10,20,200,0,0,0,0,0,0,32,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
211,0,57,0,0,0,0,0,0,0,0,0,77,6,-1,2,10,20,20,24,60,0,0,0,0,2,4,-1,54,10,5,50,0,0,0,0,0,0,66,5,-1,32,10,2,20,0,0,0,0,0,0,27,5,-1,31,10,2,20,0,0,0,0,0,0,28,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
212,0,49,0,0,0,0,0,0,0,0,0,58,9,-1,29,0,0,0,0,0,0,0,0,0,25,9,-1,25,10,40,400,0,0,0,0,0,0,31,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
226,0,29,0,0,0,0,0,0,0,0,0,25,9,-1,48,0,0,0,0,0,0,0,0,0,57,9,-1,49,0,0,0,0,0,0,0,0,0,58,9,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
245,0,58,10,3,30,0,0,0,0,0,0,78,4,-1,8,10,1,10,0,0,0,0,0,0,45,5,-1,30,10,16,70,0,0,0,0,0,0,26,5,-1,32,10,2,20,0,0,0,0,0,0,27,5,-1,31,10,2,20,0,0,0,0,0,0,28,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
247,0,40,0,0,0,0,0,0,0,0,0,40,6,-1,29,0,0,0,0,0,0,0,0,0,25,6,-1,60,10,20,20,24,60,0,0,0,0,80,4,-1,32,10,2,20,0,0,0,0,0,0,27,5,-1,31,10,2,20,0,0,0,0,0,0,28,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
257,0,22,10,5,50,0,0,0,0,0,0,22,8,-1,18,10,16,70,0,0,0,0,0,0,18,8,-1,39,0,0,0,0,0,0,0,0,0,39,9,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
258,0,56,10,3,30,1,1,800,800,1000,1000,68,7,-1,55,0,0,0,0,0,0,0,0,0,67,9,-1,15,10,16,70,0,0,0,0,0,0,15,7,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
259,0,3,10,40,40,39,120,0,0,0,0,3,7,-1,30,10,16,70,0,0,0,0,0,0,26,8,-1,22,10,5,50,0,0,0,0,0,0,22,8,-1,19,10,16,70,0,0,0,0,0,0,19,8,-1,18,10,16,70,0,0,0,0,0,0,18,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
261,0,57,0,0,0,0,0,0,0,0,0,77,9,-1,58,10,4,40,0,0,0,0,0,0,78,7,-1,30,10,16,70,0,0,0,0,0,0,26,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
271,0,14,0,0,0,0,0,0,0,0,0,14,9,-1,15,10,32,50,0,0,0,0,0,0,15,7,-1,11,10,28,100,0,0,0,0,0,0,11,7,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
272,0,10,10,0,0,23,50,0,0,0,0,46,8,-1,18,10,16,70,0,0,0,0,0,0,18,8,-1,47,0,0,0,0,0,0,0,0,0,56,9,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
283,0,11,10,28,100,0,0,0,0,0,0,11,7,-1,3,10,40,40,39,120,0,0,0,0,3,7,-1,46,1,0,0,0,0,0,0,0,0,55,9,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
286,0,2,10,40,40,39,120,0,0,0,0,2,7,-1,11,10,28,100,0,0,0,0,0,0,11,7,-1,53,0,0,0,0,0,0,0,0,0,65,9,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
304,0,3,10,40,40,39,120,0,0,0,0,3,7,-1,17,10,2,20,4,4,0,0,0,0,17,7,-1,19,10,16,70,0,0,0,0,0,0,19,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
305,0,51,10,20,20,23,50,0,0,0,0,60,7,-1,18,10,16,70,0,0,0,0,0,0,18,8,-1,19,10,16,70,0,0,0,0,0,0,19,8,-1,59,0,0,0,0,0,0,0,0,0,79,9,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1
306,0,10,10,57,57,5,50,0,0,0,0,10,7,-1,53,0,0,0,0,0,0,0,0,0,65,9,-1,19,10,16,70,0,0,0,0,0,0,19,8,-1,59,0,0,0,0,0,0,0,0,0,79,9,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1
307,0,50,10,3,30,200,200,0,0,0,0,59,4,-1,18,10,16,70,0,0,0,0,0,0,18,5,-1,30,10,16,70,0,0,0,0,0,0,26,5,-1,32,10,2,20,0,0,0,0,0,0,27,5,-1,31,10,2,20,0,0,0,0,0,0,28,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
308,0,57,0,0,0,0,0,0,0,0,0,77,3,-1,54,10,5,50,0,0,0,0,0,0,66,2,-1,20,10,16,70,0,0,0,0,0,0,20,2,-1,32,10,2,20,0,0,0,0,0,0,27,2,-1,31,10,2,20,0,0,0,0,0,0,28,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
311,0,57,0,0,0,0,0,0,0,0,0,77,6,-1,17,10,2,20,2,2,0,0,0,0,17,4,-1,30,10,16,70,0,0,0,0,0,0,26,5,-1,32,10,2,20,0,0,0,0,0,0,27,5,-1,31,10,2,20,0,0,0,0,0,0,28,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
313,0,58,10,3,30,0,0,0,0,0,0,78,4,-1,44,0,0,0,0,0,0,0,0,0,53,6,-1,54,10,5,50,0,0,0,0,0,0,66,5,-1,32,10,2,20,0,0,0,0,0,0,27,5,-1,31,10,2,20,0,0,0,0,0,0,28,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
316,0,51,10,20,20,23,50,0,0,0,0,60,7,-1,19,10,16,70,0,0,0,0,0,0,19,8,-1,50,10,3,30,200,200,0,0,0,0,59,7,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
325,0,38,0,0,0,0,0,0,0,0,0,38,3,-1,18,10,16,70,0,0,0,0,0,0,18,2,-1,50,10,1,10,200,200,0,0,0,0,59,1,-1,32,10,2,20,0,0,0,0,0,0,27,2,-1,31,10,2,20,0,0,0,0,0,0,28,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
334,0,40,0,0,0,0,0,0,0,0,0,40,9,-1,29,0,0,0,0,0,0,0,0,0,25,9,-1,19,10,16,70,0,0,0,0,0,0,19,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
335,0,40,0,0,0,0,0,0,0,0,0,40,9,-1,29,0,0,0,0,0,0,0,0,0,25,9,-1,20,10,16,70,0,0,0,0,0,0,20,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
337,0,11,10,28,100,0,0,0,0,0,0,11,7,-1,44,0,0,0,0,0,0,0,0,0,53,9,-1,48,0,0,0,0,0,0,0,0,0,57,9,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
359,0,10,10,67,67,5,50,0,0,0,0,10,7,-1,18,10,16,70,0,0,0,0,0,0,18,8,-1,20,10,16,70,0,0,0,0,0,0,20,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
360,0,3,10,0,0,12,30,0,0,0,0,44,8,-1,11,10,28,100,0,0,0,0,0,0,11,7,-1,20,10,16,70,0,0,0,0,0,0,20,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
361,0,1,10,50,50,39,120,50,50,0,0,1,7,-1,51,10,30,30,24,60,0,0,0,0,60,7,-1,30,10,16,70,0,0,0,0,0,0,26,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
377,32,8,10,5,50,0,0,0,0,0,0,75,4,305,49,0,0,0,0,0,0,0,0,0,58,6,-1,30,10,16,70,0,0,0,0,0,0,26,5,-1,32,10,2,20,0,0,0,0,0,0,27,5,-1,31,10,2,20,0,0,0,0,0,0,28,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
397,0,48,0,0,0,0,0,0,0,0,0,57,9,-1,55,0,0,0,0,0,0,0,0,0,67,9,-1,11,10,28,100,0,0,0,0,0,0,11,7,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
417,0,10,10,50,50,5,50,0,0,0,0,10,7,-1,29,0,0,0,0,0,0,0,0,0,25,9,-1,19,10,16,70,0,0,0,0,0,0,19,8,-1,59,0,0,0,0,0,0,0,0,0,79,9,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1
427,0,51,10,20,20,24,60,0,0,0,0,60,7,-1,53,0,0,0,0,0,0,0,0,0,65,9,-1,18,10,16,70,0,0,0,0,0,0,18,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
431,0,40,0,0,0,0,0,0,0,0,0,40,9,-1,29,0,0,0,0,0,0,0,0,0,25,9,-1,19,10,16,70,0,0,0,0,0,0,19,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
439,0,30,10,16,70,0,0,0,0,0,0,26,8,-1,20,10,16,70,0,0,0,0,0,0,20,8,-1,27,10,1,10,0,0,0,0,0,0,29,8,-1,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
495,0,57,0,0,0,0,0,0,0,0,0,77,3,-1,3,10,30,30,24,60,0,0,0,0,3,1,-1,19,10,16,70,0,0,0,0,0,0,19,2,-1,32,10,2,20,0,0,0,0,0,0,27,2,-1,31,10,2,20,0,0,0,0,0,0,28,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
522,0,6,0,0,0,0,0,0,0,0,0,6,6,-1,37,0,0,0,0,0,0,0,0,0,37,6,-1,20,10,16,70,0,0,0,0,0,0,20,5,-1,32,10,2,20,0,0,0,0,0,0,27,5,-1,31,10,2,20,0,0,0,0,0,0,28,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
534,128,29,0,0,0,0,0,0,0,0,0,25,9,-1,3,10,20,20,3,30,0,0,0,0,69,12,300,1,10,20,20,3,30,50,50,0,0,70,12,301,32,10,2,20,0,0,0,0,0,0,27,8,-1,31,10,2,20,0,0,0,0,0,0,28,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1

